start,event,end,fclass,rads,is_analyzable,s_time,e_time
2023-01-06 20:21:00,2023-01-06 20:27:00,2023-01-06 20:31:00,C5.0,-,0,2023-01-06 19:00:00,2023-01-06 22:00:00
2023-01-06 23:17:00,2023-01-06 23:23:00,2023-01-06 23:29:00,C2.5,-,0,2023-01-06 22:00:00,2023-01-07 00:00:00
2023-01-07 16:29:00,2023-01-07 16:54:00,2023-01-07 17:08:00,C8.7,-,0,2023-01-07 15:00:00,2023-01-07 18:00:00
2023-01-07 18:13:00,2023-01-07 18:25:00,2023-01-07 18:31:00,C4.5,-,0,2023-01-07 17:00:00,2023-01-07 20:00:00
2023-01-07 18:31:00,2023-01-07 18:34:00,2023-01-07 18:38:00,C5.1,-,0,2023-01-07 18:00:00,2023-01-07 20:00:00
2023-01-07 20:44:00,2023-01-07 20:51:00,2023-01-07 20:52:00,C3.1,-,0,2023-01-07 20:00:00,2023-01-07 22:00:00
2023-01-07 20:52:00,2023-01-07 21:05:00,2023-01-07 21:12:00,C4.7,-,0,2023-01-07 20:00:00,2023-01-07 22:00:00
2023-01-07 22:01:00,2023-01-07 22:05:00,2023-01-07 22:19:00,C4.9,-,0,2023-01-07 21:00:00,2023-01-07 23:00:00
2023-01-07 22:30:00,2023-01-07 22:38:00,2023-01-07 22:47:00,C3.6,-,0,2023-01-07 22:00:00,2023-01-08 00:00:00
2023-01-07 23:27:00,2023-01-07 23:32:00,2023-01-07 23:37:00,C4.3,-,0,2023-01-07 22:00:00,2023-01-08 01:00:00
2023-01-07 23:43:00,2023-01-07 23:52:00,2023-01-08 00:04:00,C3.8,-,0,2023-01-07 23:00:00,2023-01-08 01:00:00
2023-01-07 23:43:00,2023-01-07 23:52:00,2023-01-08 00:04:00,C3.8,-,0,2023-01-07 23:00:00,2023-01-08 01:00:00
2023-01-08 14:26:00,2023-01-08 14:36:00,2023-01-08 14:47:00,C5.4,-,0,2023-01-08 13:00:00,2023-01-08 16:00:00
2023-01-08 14:51:00,2023-01-08 15:07:00,2023-01-08 15:21:00,M1.4,-,0,2023-01-08 14:00:00,2023-01-08 16:00:00
2023-01-08 18:44:00,2023-01-08 18:57:00,2023-01-08 19:02:00,C9.7,-,0,2023-01-08 18:00:00,2023-01-08 20:00:00
2023-01-08 19:02:00,2023-01-08 19:11:00,2023-01-08 19:19:00,M1.0,-,0,2023-01-08 18:00:00,2023-01-08 20:00:00
2023-01-08 21:36:00,2023-01-08 21:41:00,2023-01-08 21:46:00,C3.1,-,0,2023-01-08 21:00:00,2023-01-08 23:00:00
2023-01-08 22:37:00,2023-01-08 22:44:00,2023-01-08 22:53:00,C2.0,-,0,2023-01-08 22:00:00,2023-01-09 00:00:00
2023-01-09 14:48:00,2023-01-09 15:05:00,2023-01-09 15:14:00,C7.8,-,0,2023-01-09 14:00:00,2023-01-09 16:00:00
2023-01-09 15:43:00,2023-01-09 15:46:00,2023-01-09 15:56:00,C5.1,-,0,2023-01-09 15:00:00,2023-01-09 17:00:00
2023-01-09 16:43:00,2023-01-09 16:48:00,2023-01-09 16:57:00,C4.6,-,0,2023-01-09 16:00:00,2023-01-09 18:00:00
2023-01-09 18:37:00,2023-01-09 18:50:00,2023-01-09 18:57:00,X1.9,-,0,2023-01-09 18:00:00,2023-01-09 20:00:00
2023-01-09 20:50:00,2023-01-09 20:55:00,2023-01-09 21:02:00,C5.9,-,0,2023-01-09 20:00:00,2023-01-09 22:00:00
2023-01-09 22:02:00,2023-01-09 22:09:00,2023-01-09 22:14:00,C4.1,-,0,2023-01-09 21:00:00,2023-01-09 23:00:00
2023-01-09 22:27:00,2023-01-09 22:34:00,2023-01-09 22:41:00,C4.3,-,0,2023-01-09 21:00:00,2023-01-10 00:00:00
2023-01-09 22:44:00,2023-01-09 22:58:00,2023-01-09 23:22:00,C6.7,-,0,2023-01-09 22:00:00,2023-01-10 00:00:00
2023-01-10 14:44:00,2023-01-10 14:47:00,2023-01-10 14:53:00,C8.7,-,0,2023-01-10 14:00:00,2023-01-10 16:00:00
2023-01-10 16:02:00,2023-01-10 16:13:00,2023-01-10 16:26:00,C7.3,-,0,2023-01-10 15:00:00,2023-01-10 17:00:00
2023-01-10 17:17:00,2023-01-10 17:28:00,2023-01-10 17:34:00,M1.3,-,0,2023-01-10 16:00:00,2023-01-10 19:00:00
2023-01-10 17:44:00,2023-01-10 17:48:00,2023-01-10 17:52:00,M1.2,-,0,2023-01-10 17:00:00,2023-01-10 19:00:00
2023-01-10 19:31:00,2023-01-10 19:38:00,2023-01-10 19:43:00,C3.3,-,0,2023-01-10 19:00:00,2023-01-10 21:00:00
2023-01-10 20:09:00,2023-01-10 20:18:00,2023-01-10 20:26:00,C2.8,-,0,2023-01-10 19:00:00,2023-01-10 21:00:00
2023-01-10 20:26:00,2023-01-10 20:29:00,2023-01-10 20:33:00,C2.8,-,0,2023-01-10 19:00:00,2023-01-10 22:00:00
2023-01-10 22:39:00,2023-01-10 22:47:00,2023-01-10 22:52:00,X1.0,-,0,2023-01-10 22:00:00,2023-01-11 00:00:00
2023-01-10 23:45:00,2023-01-10 23:57:00,2023-01-11 00:07:00,C5.2,-,0,2023-01-10 23:00:00,2023-01-11 01:00:00
2023-01-10 23:45:00,2023-01-10 23:57:00,2023-01-11 00:07:00,C5.2,-,0,2023-01-10 23:00:00,2023-01-11 01:00:00
2023-01-11 15:26:00,2023-01-11 15:31:00,2023-01-11 15:35:00,C4.6,-,0,2023-01-11 14:00:00,2023-01-11 17:00:00
2023-01-11 20:47:00,2023-01-11 21:00:00,2023-01-11 21:10:00,C8.0,-,0,2023-01-11 20:00:00,2023-01-11 22:00:00
2023-01-12 14:39:00,2023-01-12 14:57:00,2023-01-12 15:10:00,M1.0,-,0,2023-01-12 14:00:00,2023-01-12 16:00:00
2023-01-12 15:48:00,2023-01-12 15:55:00,2023-01-12 16:01:00,C5.1,-,0,2023-01-12 15:00:00,2023-01-12 17:00:00
2023-01-12 18:42:00,2023-01-12 19:00:00,2023-01-12 19:03:00,C5.7,-,0,2023-01-12 18:00:00,2023-01-12 20:00:00
2023-01-12 19:03:00,2023-01-12 19:13:00,2023-01-12 19:24:00,M1.0,-,0,2023-01-12 18:00:00,2023-01-12 20:00:00
2023-01-12 20:24:00,2023-01-12 20:32:00,2023-01-12 20:38:00,C7.3,-,0,2023-01-12 19:00:00,2023-01-12 22:00:00
2023-01-12 20:50:00,2023-01-12 21:03:00,2023-01-12 21:13:00,C8.5,-,0,2023-01-12 20:00:00,2023-01-12 22:00:00
2023-01-12 22:14:00,2023-01-12 22:24:00,2023-01-12 22:33:00,C6.7,-,0,2023-01-12 21:00:00,2023-01-13 00:00:00
2023-01-12 22:33:00,2023-01-12 22:42:00,2023-01-12 22:46:00,C5.7,-,0,2023-01-12 22:00:00,2023-01-13 00:00:00
2023-01-13 14:55:00,2023-01-13 15:08:00,2023-01-13 15:26:00,C8.4,-,0,2023-01-13 14:00:00,2023-01-13 16:00:00
2023-01-13 16:54:00,2023-01-13 17:01:00,2023-01-13 17:06:00,C9.0,-,0,2023-01-13 16:00:00,2023-01-13 18:00:00
2023-01-13 17:26:00,2023-01-13 17:35:00,2023-01-13 17:39:00,C6.1,-,0,2023-01-13 16:00:00,2023-01-13 19:00:00
2023-01-13 20:41:00,2023-01-13 20:51:00,2023-01-13 20:58:00,C5.0,-,0,2023-01-13 20:00:00,2023-01-13 22:00:00
2023-01-13 21:25:00,2023-01-13 21:35:00,2023-01-13 21:56:00,C5.9,-,0,2023-01-13 20:00:00,2023-01-13 23:00:00
2023-01-14 14:34:00,2023-01-14 14:39:00,2023-01-14 14:45:00,C5.7,-,0,2023-01-14 14:00:00,2023-01-14 16:00:00
2023-01-14 15:29:00,2023-01-14 15:33:00,2023-01-14 15:38:00,C5.5,-,0,2023-01-14 14:00:00,2023-01-14 17:00:00
2023-01-14 19:26:00,2023-01-14 19:27:00,2023-01-14 19:29:00,C7.4,-,0,2023-01-14 18:00:00,2023-01-14 20:00:00
2023-01-14 20:06:00,2023-01-14 20:21:00,2023-01-14 20:28:00,M3.5,-,0,2023-01-14 19:00:00,2023-01-14 21:00:00
2023-01-14 20:37:00,2023-01-14 21:00:00,2023-01-14 21:19:00,M4.6,-,0,2023-01-14 20:00:00,2023-01-14 22:00:00
2023-01-15 14:16:00,2023-01-15 14:31:00,2023-01-15 14:51:00,M4.8,-,0,2023-01-15 13:00:00,2023-01-15 16:00:00
2023-01-15 19:29:00,2023-01-15 19:34:00,2023-01-15 19:39:00,C4.1,-,0,2023-01-15 18:00:00,2023-01-15 21:00:00
2023-01-15 21:20:00,2023-01-15 21:26:00,2023-01-15 21:30:00,C4.8,-,0,2023-01-15 20:00:00,2023-01-15 23:00:00
2023-01-16 14:24:00,2023-01-16 14:31:00,2023-01-16 14:43:00,C3.6,-,0,2023-01-16 13:00:00,2023-01-16 16:00:00
2023-01-17 14:58:00,2023-01-17 15:18:00,2023-01-17 15:28:00,C3.6,-,0,2023-01-17 14:00:00,2023-01-17 16:00:00
2023-01-17 20:30:00,2023-01-17 20:36:00,2023-01-17 20:49:00,C2.2,-,0,2023-01-17 20:00:00,2023-01-17 22:00:00
2023-01-17 22:29:00,2023-01-17 22:35:00,2023-01-17 22:40:00,C3.2,-,0,2023-01-17 21:00:00,2023-01-18 00:00:00
2023-01-17 23:16:00,2023-01-17 23:29:00,2023-01-17 23:44:00,M1.8,-,0,2023-01-17 22:00:00,2023-01-18 01:00:00
2023-01-18 13:58:00,2023-01-18 14:07:00,2023-01-18 14:11:00,C3.3,-,0,2023-01-18 13:00:00,2023-01-18 15:00:00
2023-01-18 14:34:00,2023-01-18 14:40:00,2023-01-18 14:46:00,C5.9,-,0,2023-01-18 14:00:00,2023-01-18 16:00:00
2023-01-18 15:23:00,2023-01-18 15:31:00,2023-01-18 15:38:00,C3.4,-,0,2023-01-18 14:00:00,2023-01-18 17:00:00
2023-01-18 20:37:00,2023-01-18 20:47:00,2023-01-18 20:51:00,C9.4,-,0,2023-01-18 20:00:00,2023-01-18 22:00:00
2023-01-18 22:58:00,2023-01-18 23:06:00,2023-01-18 23:20:00,C3.6,-,0,2023-01-18 22:00:00,2023-01-19 00:00:00
2023-01-19 15:26:00,2023-01-19 15:41:00,2023-01-19 16:09:00,C5.5,-,0,2023-01-19 14:00:00,2023-01-19 17:00:00
2023-01-19 22:47:00,2023-01-19 23:05:00,2023-01-19 23:22:00,C6.2,-,0,2023-01-19 22:00:00,2023-01-20 00:00:00
2023-01-20 13:47:00,2023-01-20 14:07:00,2023-01-20 14:32:00,C5.3,-,0,2023-01-20 13:00:00,2023-01-20 16:00:00
2023-01-20 16:50:00,2023-01-20 16:59:00,2023-01-20 17:06:00,C4.0,-,0,2023-01-20 16:00:00,2023-01-20 18:00:00
2023-01-20 22:43:00,2023-01-20 22:47:00,2023-01-20 22:51:00,C7.3,-,0,2023-01-20 22:00:00,2023-01-21 00:00:00
2023-01-20 23:41:00,2023-01-20 23:46:00,2023-01-20 23:51:00,C3.0,-,0,2023-01-20 23:00:00,2023-01-21 01:00:00
2023-01-21 16:21:00,2023-01-21 16:41:00,2023-01-21 16:52:00,C5.0,-,0,2023-01-21 15:00:00,2023-01-21 18:00:00
2023-01-21 20:09:00,2023-01-21 20:18:00,2023-01-21 20:24:00,C5.6,-,0,2023-01-21 19:00:00,2023-01-21 21:00:00
2023-01-21 20:14:00,2023-01-21 20:20:00,2023-01-21 20:23:00,C5.6,-,0,2023-01-21 19:00:00,2023-01-21 21:00:00
2023-01-22 14:04:00,2023-01-22 14:11:00,2023-01-22 14:18:00,C3.6,-,0,2023-01-22 13:00:00,2023-01-22 15:00:00
2023-01-22 15:01:00,2023-01-22 15:18:00,2023-01-22 15:28:00,C4.5,-,0,2023-01-22 14:00:00,2023-01-22 16:00:00
2023-01-22 15:47:00,2023-01-22 15:53:00,2023-01-22 16:07:00,C4.7,-,0,2023-01-22 15:00:00,2023-01-22 17:00:00
2023-01-22 16:49:00,2023-01-22 17:02:00,2023-01-22 17:10:00,M1.6,-,0,2023-01-22 16:00:00,2023-01-22 18:00:00
2023-01-22 20:54:00,2023-01-22 21:28:00,2023-01-22 21:55:00,C7.9,-,0,2023-01-22 20:00:00,2023-01-22 23:00:00
2023-01-22 22:06:00,2023-01-22 22:25:00,2023-01-22 22:37:00,C8.9,-,0,2023-01-22 21:00:00,2023-01-23 00:00:00
2023-01-23 18:32:00,2023-01-23 18:41:00,2023-01-23 19:06:00,C3.7,-,0,2023-01-23 18:00:00,2023-01-23 20:00:00
2023-01-23 22:52:00,2023-01-23 22:59:00,2023-01-23 23:03:00,C3.5,-,0,2023-01-23 22:00:00,2023-01-24 00:00:00
2023-01-24 13:59:00,2023-01-24 14:35:00,2023-01-24 15:08:00,C9.4,-,0,2023-01-24 13:00:00,2023-01-24 16:00:00
2023-01-24 15:08:00,2023-01-24 15:15:00,2023-01-24 15:19:00,C8.6,-,0,2023-01-24 14:00:00,2023-01-24 16:00:00
2023-01-24 16:43:00,2023-01-24 16:49:00,2023-01-24 16:54:00,C3.2,-,0,2023-01-24 16:00:00,2023-01-24 18:00:00
2023-01-25 14:44:00,2023-01-25 14:54:00,2023-01-25 15:07:00,C6.1,-,0,2023-01-25 14:00:00,2023-01-25 16:00:00
2023-01-25 16:42:00,2023-01-25 17:01:00,2023-01-25 17:13:00,M1.3,-,0,2023-01-25 16:00:00,2023-01-25 18:00:00
2023-01-25 21:52:00,2023-01-25 21:57:00,2023-01-25 22:11:00,C4.8,-,0,2023-01-25 21:00:00,2023-01-25 23:00:00
2023-01-25 22:23:00,2023-01-25 22:35:00,2023-01-25 22:44:00,M2.0,-,0,2023-01-25 21:00:00,2023-01-26 00:00:00
2023-01-26 14:32:00,2023-01-26 14:38:00,2023-01-26 14:42:00,C3.2,-,0,2023-01-26 14:00:00,2023-01-26 16:00:00
2023-01-26 14:51:00,2023-01-26 15:02:00,2023-01-26 15:19:00,C4.7,-,0,2023-01-26 14:00:00,2023-01-26 16:00:00
2023-01-26 18:06:00,2023-01-26 18:15:00,2023-01-26 18:26:00,C3.5,-,0,2023-01-26 17:00:00,2023-01-26 19:00:00
2023-01-26 19:08:00,2023-01-26 19:14:00,2023-01-26 19:20:00,C2.8,-,0,2023-01-26 18:00:00,2023-01-26 20:00:00
2023-01-26 23:18:00,2023-01-26 23:30:00,2023-01-26 23:39:00,C3.1,-,0,2023-01-26 22:00:00,2023-01-27 01:00:00
2023-01-27 21:32:00,2023-01-27 21:39:00,2023-01-27 21:48:00,C1.4,-,0,2023-01-27 21:00:00,2023-01-27 23:00:00
2023-01-28 13:32:00,2023-01-28 14:11:00,2023-01-28 14:37:00,C1.5,-,0,2023-01-28 13:00:00,2023-01-28 16:00:00
2023-01-30 17:45:00,2023-01-30 17:53:00,2023-01-30 17:57:00,C2.9,-,0,2023-01-30 17:00:00,2023-01-30 19:00:00
2023-01-30 18:45:00,2023-01-30 18:51:00,2023-01-30 19:02:00,C1.4,-,0,2023-01-30 18:00:00,2023-01-30 20:00:00
2023-01-30 20:53:00,2023-01-30 20:58:00,2023-01-30 21:07:00,C2.1,-,0,2023-01-30 20:00:00,2023-01-30 22:00:00
2023-01-30 21:54:00,2023-01-30 22:07:00,2023-01-30 22:22:00,C1.9,-,0,2023-01-30 21:00:00,2023-01-30 23:00:00
2023-01-30 23:37:00,2023-01-30 23:55:00,2023-01-31 00:21:00,C2.0,-,0,2023-01-30 23:00:00,2023-01-31 01:00:00
2023-01-30 23:37:00,2023-01-30 23:55:00,2023-01-31 00:21:00,C2.0,-,0,2023-01-30 23:00:00,2023-01-31 01:00:00
2023-01-31 15:17:00,2023-01-31 15:28:00,2023-01-31 15:44:00,C1.3,-,0,2023-01-31 14:00:00,2023-01-31 17:00:00
2023-01-31 16:12:00,2023-01-31 16:16:00,2023-01-31 16:29:00,C3.1,-,0,2023-01-31 15:00:00,2023-01-31 17:00:00
2023-01-31 18:14:00,2023-01-31 18:20:00,2023-01-31 18:24:00,C1.3,-,0,2023-01-31 17:00:00,2023-01-31 19:00:00
2023-01-31 19:21:00,2023-01-31 19:30:00,2023-01-31 19:36:00,C2.4,-,0,2023-01-31 18:00:00,2023-01-31 21:00:00
2023-01-31 22:05:00,2023-01-31 22:10:00,2023-01-31 22:15:00,C1.5,-,0,2023-01-31 21:00:00,2023-01-31 23:00:00
2023-02-01 17:50:00,2023-02-01 18:01:00,2023-02-01 18:14:00,C3.7,-,0,2023-02-01 17:00:00,2023-02-01 19:00:00
2023-02-01 22:33:00,2023-02-01 22:48:00,2023-02-01 23:00:00,C5.7,-,0,2023-02-01 22:00:00,2023-02-02 00:00:00
2023-02-02 14:01:00,2023-02-02 14:12:00,2023-02-02 14:29:00,C1.3,-,0,2023-02-02 13:00:00,2023-02-02 15:00:00
2023-02-03 15:20:00,2023-02-03 15:28:00,2023-02-03 15:36:00,C1.7,-,0,2023-02-03 14:00:00,2023-02-03 17:00:00
2023-02-03 15:42:00,2023-02-03 15:49:00,2023-02-03 15:57:00,C1.5,-,0,2023-02-03 15:00:00,2023-02-03 17:00:00
2023-02-03 16:30:00,2023-02-03 16:45:00,2023-02-03 16:55:00,C2.9,-,0,2023-02-03 16:00:00,2023-02-03 18:00:00
2023-02-04 15:17:00,2023-02-04 15:25:00,2023-02-04 15:31:00,C1.7,-,0,2023-02-04 14:00:00,2023-02-04 17:00:00
2023-02-06 15:36:00,2023-02-06 15:46:00,2023-02-06 16:01:00,C1.5,-,0,2023-02-06 15:00:00,2023-02-06 17:00:00
2023-02-06 16:07:00,2023-02-06 16:17:00,2023-02-06 16:28:00,C1.9,-,0,2023-02-06 15:00:00,2023-02-06 17:00:00
2023-02-06 16:28:00,2023-02-06 16:33:00,2023-02-06 16:38:00,C1.9,-,0,2023-02-06 15:00:00,2023-02-06 18:00:00
2023-02-06 16:55:00,2023-02-06 17:00:00,2023-02-06 17:04:00,C3.0,-,0,2023-02-06 16:00:00,2023-02-06 18:00:00
2023-02-06 17:37:00,2023-02-06 17:44:00,2023-02-06 17:50:00,C1.6,-,0,2023-02-06 17:00:00,2023-02-06 19:00:00
2023-02-06 17:52:00,2023-02-06 17:56:00,2023-02-06 18:00:00,C2.1,-,0,2023-02-06 17:00:00,2023-02-06 19:00:00
2023-02-06 20:16:00,2023-02-06 20:22:00,2023-02-06 20:26:00,C2.1,-,0,2023-02-06 19:00:00,2023-02-06 21:00:00
2023-02-07 17:10:00,2023-02-07 17:17:00,2023-02-07 17:23:00,C6.7,-,0,2023-02-07 16:00:00,2023-02-07 18:00:00
2023-02-07 18:09:00,2023-02-07 18:23:00,2023-02-07 18:40:00,C5.4,-,0,2023-02-07 17:00:00,2023-02-07 20:00:00
2023-02-07 19:26:00,2023-02-07 19:33:00,2023-02-07 19:38:00,C4.5,-,0,2023-02-07 18:00:00,2023-02-07 21:00:00
2023-02-07 20:01:00,2023-02-07 20:07:00,2023-02-07 20:14:00,M1.5,-,0,2023-02-07 19:00:00,2023-02-07 21:00:00
2023-02-07 21:21:00,2023-02-07 21:30:00,2023-02-07 21:34:00,C5.3,-,0,2023-02-07 20:00:00,2023-02-07 23:00:00
2023-02-07 21:34:00,2023-02-07 21:41:00,2023-02-07 21:46:00,C6.2,-,0,2023-02-07 21:00:00,2023-02-07 23:00:00
2023-02-07 22:33:00,2023-02-07 22:42:00,2023-02-07 22:46:00,C4.7,-,0,2023-02-07 22:00:00,2023-02-08 00:00:00
2023-02-07 22:46:00,2023-02-07 22:58:00,2023-02-07 23:05:00,M3.8,-,0,2023-02-07 22:00:00,2023-02-08 00:00:00
2023-02-07 23:05:00,2023-02-07 23:07:00,2023-02-07 23:09:00,M6.3,-,0,2023-02-07 22:00:00,2023-02-08 00:00:00
2023-02-08 15:00:00,2023-02-08 15:05:00,2023-02-08 15:12:00,C2.7,-,0,2023-02-08 14:00:00,2023-02-08 16:00:00
2023-02-08 15:28:00,2023-02-08 16:03:00,2023-02-08 16:26:00,M1.6,-,0,2023-02-08 14:00:00,2023-02-08 17:00:00
2023-02-08 18:39:00,2023-02-08 18:46:00,2023-02-08 18:50:00,C6.4,-,0,2023-02-08 18:00:00,2023-02-08 20:00:00
2023-02-08 19:56:00,2023-02-08 20:12:00,2023-02-08 20:46:00,M1.5,-,0,2023-02-08 19:00:00,2023-02-08 22:00:00
2023-02-08 21:03:00,2023-02-08 21:13:00,2023-02-08 21:21:00,M1.7,-,0,2023-02-08 20:00:00,2023-02-08 22:00:00
2023-02-09 14:44:00,2023-02-09 14:56:00,2023-02-09 15:05:00,M1.5,-,0,2023-02-09 14:00:00,2023-02-09 16:00:00
2023-02-09 15:14:00,2023-02-09 15:25:00,2023-02-09 15:34:00,M1.4,-,0,2023-02-09 14:00:00,2023-02-09 17:00:00
2023-02-09 17:07:00,2023-02-09 17:14:00,2023-02-09 17:18:00,C6.4,-,0,2023-02-09 16:00:00,2023-02-09 18:00:00
2023-02-09 17:45:00,2023-02-09 17:52:00,2023-02-09 18:04:00,C6.2,-,0,2023-02-09 17:00:00,2023-02-09 19:00:00
2023-02-09 17:45:00,2023-02-09 17:52:00,2023-02-09 18:04:00,C6.1,-,0,2023-02-09 17:00:00,2023-02-09 19:00:00
2023-02-09 18:04:00,2023-02-09 18:12:00,2023-02-09 18:18:00,C6.5,-,0,2023-02-09 17:00:00,2023-02-09 19:00:00
2023-02-09 18:18:00,2023-02-09 18:42:00,2023-02-09 19:02:00,M1.8,-,0,2023-02-09 17:00:00,2023-02-09 20:00:00
2023-02-09 21:04:00,2023-02-09 21:09:00,2023-02-09 21:15:00,C4.8,-,0,2023-02-09 20:00:00,2023-02-09 22:00:00
2023-02-09 22:41:00,2023-02-09 22:44:00,2023-02-09 22:48:00,C4.9,-,0,2023-02-09 22:00:00,2023-02-10 00:00:00
2023-02-10 14:35:00,2023-02-10 14:55:00,2023-02-10 15:12:00,M1.1,-,0,2023-02-10 14:00:00,2023-02-10 16:00:00
2023-02-10 15:29:00,2023-02-10 16:00:00,2023-02-10 16:13:00,M1.6,-,0,2023-02-10 14:00:00,2023-02-10 17:00:00
2023-02-10 22:19:00,2023-02-10 22:25:00,2023-02-10 22:31:00,C5.3,-,0,2023-02-10 21:00:00,2023-02-11 00:00:00
2023-02-10 22:34:00,2023-02-10 22:41:00,2023-02-10 22:48:00,M1.2,-,0,2023-02-10 22:00:00,2023-02-11 00:00:00
2023-02-11 15:40:00,2023-02-11 15:48:00,2023-02-11 15:54:00,X1.1,-,0,2023-02-11 15:00:00,2023-02-11 17:00:00
2023-02-11 17:11:00,2023-02-11 17:23:00,2023-02-11 17:31:00,M1.4,-,0,2023-02-11 16:00:00,2023-02-11 19:00:00
2023-02-11 22:45:00,2023-02-11 22:57:00,2023-02-11 23:12:00,C8.7,-,0,2023-02-11 22:00:00,2023-02-12 00:00:00
2023-02-12 15:03:00,2023-02-12 15:09:00,2023-02-12 15:19:00,C5.5,-,0,2023-02-12 14:00:00,2023-02-12 16:00:00
2023-02-12 15:33:00,2023-02-12 15:38:00,2023-02-12 16:01:00,M1.0,-,0,2023-02-12 15:00:00,2023-02-12 17:00:00
2023-02-12 17:17:00,2023-02-12 17:24:00,2023-02-12 17:37:00,C6.1,-,0,2023-02-12 16:00:00,2023-02-12 19:00:00
2023-02-12 19:56:00,2023-02-12 20:06:00,2023-02-12 20:17:00,C5.6,-,0,2023-02-12 19:00:00,2023-02-12 21:00:00
2023-02-12 22:54:00,2023-02-12 23:01:00,2023-02-12 23:10:00,C3.8,-,0,2023-02-12 22:00:00,2023-02-13 00:00:00
2023-02-13 14:22:00,2023-02-13 14:35:00,2023-02-13 14:43:00,C6.5,-,0,2023-02-13 13:00:00,2023-02-13 16:00:00
2023-02-13 15:29:00,2023-02-13 15:40:00,2023-02-13 15:49:00,C7.7,-,0,2023-02-13 14:00:00,2023-02-13 17:00:00
2023-02-13 15:49:00,2023-02-13 15:56:00,2023-02-13 16:03:00,M1.4,-,0,2023-02-13 15:00:00,2023-02-13 17:00:00
2023-02-13 18:10:00,2023-02-13 18:17:00,2023-02-13 18:27:00,C3.3,-,0,2023-02-13 17:00:00,2023-02-13 19:00:00
2023-02-13 18:27:00,2023-02-13 18:34:00,2023-02-13 18:40:00,C3.4,-,0,2023-02-13 17:00:00,2023-02-13 20:00:00
2023-02-13 18:57:00,2023-02-13 19:16:00,2023-02-13 19:31:00,C7.3,-,0,2023-02-13 18:00:00,2023-02-13 21:00:00
2023-02-13 19:31:00,2023-02-13 19:34:00,2023-02-13 19:38:00,C5.6,-,0,2023-02-13 19:00:00,2023-02-13 21:00:00
