start,event,end,fclass,rads,is_analyzable,s_time,e_time
2022-01-29 22:32:00,2022-01-29 23:32:00,2022-01-30 00:32:00,M1.1,-,0,2022-01-29 22:00:00,2022-01-30 02:00:00
2022-01-29 22:45:00,2022-01-29 23:32:00,2022-01-30 00:24:00,M1.1,-,0,2022-01-29 22:00:00,2022-01-30 01:00:00
2022-01-30 15:38:00,2022-01-30 15:44:00,2022-01-30 15:48:00,C1.7,-,0,2022-01-30 15:00:00,2022-01-30 17:00:00
2022-01-30 19:55:00,2022-01-30 20:13:00,2022-01-30 20:19:00,C2.7,-,0,2022-01-30 19:00:00,2022-01-30 21:00:00
2022-01-30 21:16:00,2022-01-30 21:20:00,2022-01-30 21:24:00,C1.3,-,0,2022-01-30 20:00:00,2022-01-30 22:00:00
2022-01-30 21:35:00,2022-01-30 21:38:00,2022-01-30 21:42:00,C1.2,-,0,2022-01-30 21:00:00,2022-01-30 23:00:00
2022-01-30 21:57:00,2022-01-30 22:04:00,2022-01-30 22:10:00,C1.7,-,0,2022-01-30 21:00:00,2022-01-30 23:00:00
2022-01-30 22:25:00,2022-01-30 22:32:00,2022-01-30 22:43:00,C1.1,-,0,2022-01-30 21:00:00,2022-01-31 00:00:00
2022-01-30 23:21:00,2022-01-30 23:30:00,2022-01-30 23:42:00,C1.6,-,0,2022-01-30 22:00:00,2022-01-31 01:00:00
2022-01-31 19:53:00,2022-01-31 20:09:00,2022-01-31 20:17:00,C1.9,-,0,2022-01-31 19:00:00,2022-01-31 21:00:00
2022-01-31 22:02:00,2022-01-31 22:07:00,2022-01-31 22:17:00,C1.8,-,0,2022-01-31 21:00:00,2022-01-31 23:00:00
2022-01-31 23:25:00,2022-01-31 23:34:00,2022-01-31 23:43:00,C1.2,-,0,2022-01-31 22:00:00,2022-02-01 01:00:00
2022-02-01 15:10:00,2022-02-01 15:27:00,2022-02-01 15:41:00,C6.5,-,0,2022-02-01 14:00:00,2022-02-01 17:00:00
2022-02-01 19:11:00,2022-02-01 19:16:00,2022-02-01 19:20:00,C1.2,-,0,2022-02-01 18:00:00,2022-02-01 20:00:00
2022-02-01 20:58:00,2022-02-01 21:08:00,2022-02-01 21:15:00,C1.4,-,0,2022-02-01 20:00:00,2022-02-01 22:00:00
2022-02-01 22:21:00,2022-02-01 22:36:00,2022-02-01 22:44:00,C9.0,-,0,2022-02-01 21:00:00,2022-02-02 00:00:00
2022-02-02 15:39:00,2022-02-02 15:50:00,2022-02-02 16:01:00,C2.1,-,0,2022-02-02 15:00:00,2022-02-02 17:00:00
2022-02-02 16:26:00,2022-02-02 16:38:00,2022-02-02 16:48:00,C2.0,-,0,2022-02-02 15:00:00,2022-02-02 18:00:00
2022-02-02 17:42:00,2022-02-02 17:47:00,2022-02-02 17:59:00,C1.1,-,0,2022-02-02 17:00:00,2022-02-02 19:00:00
2022-02-02 18:43:00,2022-02-02 18:53:00,2022-02-02 19:02:00,C1.5,-,0,2022-02-02 18:00:00,2022-02-02 20:00:00
2022-02-02 21:37:00,2022-02-02 21:49:00,2022-02-02 21:58:00,C1.3,-,0,2022-02-02 21:00:00,2022-02-02 23:00:00
2022-02-03 19:34:00,2022-02-03 19:40:00,2022-02-03 19:44:00,C1.1,-,0,2022-02-03 19:00:00,2022-02-03 21:00:00
2022-02-03 20:37:00,2022-02-03 20:43:00,2022-02-03 20:48:00,C1.3,-,0,2022-02-03 20:00:00,2022-02-03 22:00:00
2022-02-03 23:29:00,2022-02-03 23:43:00,2022-02-03 23:49:00,C2.2,-,0,2022-02-03 22:00:00,2022-02-04 01:00:00
2022-02-04 15:39:00,2022-02-04 15:51:00,2022-02-04 15:57:00,C5.8,-,0,2022-02-04 15:00:00,2022-02-04 17:00:00
2022-02-04 19:25:00,2022-02-04 19:31:00,2022-02-04 19:37:00,C1.2,-,0,2022-02-04 18:00:00,2022-02-04 21:00:00
2022-02-04 20:20:00,2022-02-04 20:26:00,2022-02-04 20:31:00,C1.1,-,0,2022-02-04 19:00:00,2022-02-04 22:00:00
2022-02-04 21:42:00,2022-02-04 21:57:00,2022-02-04 22:02:00,C2.6,-,0,2022-02-04 21:00:00,2022-02-04 23:00:00
2022-02-05 16:55:00,2022-02-05 17:10:00,2022-02-05 17:27:00,C2.1,-,0,2022-02-05 16:00:00,2022-02-05 18:00:00
2022-02-05 18:20:00,2022-02-05 18:27:00,2022-02-05 18:30:00,C1.3,-,0,2022-02-05 17:00:00,2022-02-05 20:00:00
2022-02-05 18:30:00,2022-02-05 18:34:00,2022-02-05 18:38:00,C1.2,-,0,2022-02-05 18:00:00,2022-02-05 20:00:00
2022-02-05 22:59:00,2022-02-05 23:06:00,2022-02-05 23:10:00,C1.1,-,0,2022-02-05 22:00:00,2022-02-06 00:00:00
2022-02-05 23:44:00,2022-02-05 23:48:00,2022-02-05 23:52:00,C1.3,-,0,2022-02-05 23:00:00,2022-02-06 01:00:00
2022-02-07 16:50:00,2022-02-07 17:00:00,2022-02-07 17:09:00,C2.4,-,0,2022-02-07 16:00:00,2022-02-07 18:00:00
2022-02-07 22:57:00,2022-02-07 23:06:00,2022-02-07 23:10:00,C1.2,-,0,2022-02-07 22:00:00,2022-02-08 00:00:00
2022-02-08 16:25:00,2022-02-08 16:39:00,2022-02-08 16:52:00,C1.1,-,0,2022-02-08 15:00:00,2022-02-08 18:00:00
2022-02-08 21:29:00,2022-02-08 21:45:00,2022-02-08 21:56:00,C5.1,-,0,2022-02-08 20:00:00,2022-02-08 23:00:00
2022-02-09 17:27:00,2022-02-09 17:36:00,2022-02-09 17:55:00,C5.7,-,0,2022-02-09 16:00:00,2022-02-09 19:00:00
2022-02-09 18:53:00,2022-02-09 19:39:00,2022-02-09 19:45:00,C3.1,-,0,2022-02-09 18:00:00,2022-02-09 21:00:00
2022-02-11 17:24:00,2022-02-11 17:42:00,2022-02-11 18:13:00,C2.5,-,0,2022-02-11 16:00:00,2022-02-11 19:00:00
2022-02-12 17:03:00,2022-02-12 17:08:00,2022-02-12 17:12:00,C9.2,-,0,2022-02-12 16:00:00,2022-02-12 18:00:00
2022-02-12 17:19:00,2022-02-12 17:26:00,2022-02-12 17:38:00,C8.0,-,0,2022-02-12 16:00:00,2022-02-12 19:00:00
2022-02-12 19:45:00,2022-02-12 19:55:00,2022-02-12 20:09:00,C1.1,-,0,2022-02-12 19:00:00,2022-02-12 21:00:00
2022-02-13 21:27:00,2022-02-13 21:42:00,2022-02-13 21:54:00,C7.1,-,0,2022-02-13 20:00:00,2022-02-13 23:00:00
2022-02-14 14:01:00,2022-02-14 14:06:00,2022-02-14 14:10:00,C5.0,-,0,2022-02-14 13:00:00,2022-02-14 15:00:00
2022-02-14 17:02:00,2022-02-14 17:31:00,2022-02-14 17:51:00,M1.0,-,0,2022-02-14 16:00:00,2022-02-14 19:00:00
2022-02-15 17:54:00,2022-02-15 18:15:00,2022-02-15 18:31:00,M1.3,-,0,2022-02-15 17:00:00,2022-02-15 20:00:00
2022-02-16 23:23:00,2022-02-16 23:31:00,2022-02-16 23:35:00,C1.1,-,0,2022-02-16 22:00:00,2022-02-17 01:00:00
2022-02-17 20:40:00,2022-02-17 20:51:00,2022-02-17 21:10:00,C1.4,-,0,2022-02-17 20:00:00,2022-02-17 22:00:00
2022-02-19 19:31:00,2022-02-19 19:42:00,2022-02-19 19:49:00,C1.3,-,0,2022-02-19 19:00:00,2022-02-19 21:00:00
2022-02-21 18:43:00,2022-02-21 19:00:00,2022-02-21 19:29:00,C3.1,-,0,2022-02-21 18:00:00,2022-02-21 20:00:00
2022-02-21 19:29:00,2022-02-21 19:36:00,2022-02-21 19:40:00,C2.3,-,0,2022-02-21 18:00:00,2022-02-21 21:00:00
2022-02-25 21:14:00,2022-02-25 21:40:00,2022-02-25 21:53:00,C5.1,-,0,2022-02-25 20:00:00,2022-02-25 23:00:00
2022-03-02 16:59:00,2022-03-02 17:07:00,2022-03-02 17:13:00,C1.4,-,0,2022-03-02 16:00:00,2022-03-02 18:00:00
2022-03-02 17:31:00,2022-03-02 17:39:00,2022-03-02 17:47:00,M2.0,-,0,2022-03-02 17:00:00,2022-03-02 19:00:00
2022-03-02 19:24:00,2022-03-02 19:34:00,2022-03-02 19:42:00,C2.0,-,0,2022-03-02 18:00:00,2022-03-02 21:00:00
2022-03-03 20:39:00,2022-03-03 20:48:00,2022-03-03 21:02:00,C1.2,-,0,2022-03-03 20:00:00,2022-03-03 22:00:00
2022-03-03 21:44:00,2022-03-03 21:55:00,2022-03-03 22:06:00,C3.3,-,0,2022-03-03 21:00:00,2022-03-03 23:00:00
2022-03-05 15:11:00,2022-03-05 15:22:00,2022-03-05 15:34:00,C1.1,-,0,2022-03-05 14:00:00,2022-03-05 17:00:00
2022-03-05 18:24:00,2022-03-05 18:36:00,2022-03-05 18:43:00,C1.7,-,0,2022-03-05 17:00:00,2022-03-05 20:00:00
2022-03-05 19:56:00,2022-03-05 20:22:00,2022-03-05 20:44:00,C2.7,-,0,2022-03-05 19:00:00,2022-03-05 22:00:00
2022-03-07 14:58:00,2022-03-07 15:04:00,2022-03-07 15:10:00,C1.1,-,0,2022-03-07 14:00:00,2022-03-07 16:00:00
2022-03-07 22:33:00,2022-03-07 22:49:00,2022-03-07 23:13:00,C1.8,-,0,2022-03-07 22:00:00,2022-03-08 00:00:00
2022-03-08 22:22:00,2022-03-08 22:27:00,2022-03-08 22:32:00,C1.1,-,0,2022-03-08 21:00:00,2022-03-09 00:00:00
2022-03-10 23:37:00,2022-03-10 23:43:00,2022-03-10 23:49:00,C2.6,-,0,2022-03-10 23:00:00,2022-03-11 01:00:00
2022-03-11 14:39:00,2022-03-11 14:52:00,2022-03-11 15:08:00,C1.6,-,0,2022-03-11 14:00:00,2022-03-11 16:00:00
2022-03-11 15:28:00,2022-03-11 15:38:00,2022-03-11 15:48:00,C1.4,-,0,2022-03-11 14:00:00,2022-03-11 17:00:00
2022-03-11 22:13:00,2022-03-11 22:32:00,2022-03-11 22:38:00,M2.2,-,0,2022-03-11 21:00:00,2022-03-12 00:00:00
2022-03-12 15:09:00,2022-03-12 15:20:00,2022-03-12 15:36:00,C1.2,-,0,2022-03-12 14:00:00,2022-03-12 17:00:00
2022-03-13 19:35:00,2022-03-13 19:58:00,2022-03-13 20:03:00,C1.3,-,0,2022-03-13 19:00:00,2022-03-13 21:00:00
2022-03-13 23:24:00,2022-03-13 23:41:00,2022-03-13 23:55:00,C3.9,-,0,2022-03-13 22:00:00,2022-03-14 01:00:00
2022-03-14 21:38:00,2022-03-14 21:51:00,2022-03-14 22:07:00,C1.3,-,0,2022-03-14 21:00:00,2022-03-14 23:00:00
2022-03-14 22:07:00,2022-03-14 22:14:00,2022-03-14 22:23:00,C5.3,-,0,2022-03-14 21:00:00,2022-03-14 23:00:00
2022-03-15 22:39:00,2022-03-15 22:46:00,2022-03-15 22:52:00,M1.5,-,0,2022-03-15 22:00:00,2022-03-16 00:00:00
2022-03-15 23:20:00,2022-03-15 23:25:00,2022-03-15 23:29:00,C6.6,-,0,2022-03-15 22:00:00,2022-03-16 00:00:00
2022-03-19 20:59:00,2022-03-19 21:11:00,2022-03-19 21:20:00,C2.1,-,0,2022-03-19 20:00:00,2022-03-19 22:00:00
2022-03-20 18:04:00,2022-03-20 18:11:00,2022-03-20 18:17:00,C1.2,-,0,2022-03-20 17:00:00,2022-03-20 19:00:00
2022-03-22 19:03:00,2022-03-22 19:21:00,2022-03-22 19:32:00,C1.4,-,0,2022-03-22 18:00:00,2022-03-22 21:00:00
2022-03-22 20:14:00,2022-03-22 20:27:00,2022-03-22 20:44:00,C4.8,-,0,2022-03-22 19:00:00,2022-03-22 22:00:00
2022-03-23 23:12:00,2022-03-23 23:22:00,2022-03-23 23:29:00,C4.3,-,0,2022-03-23 22:00:00,2022-03-24 00:00:00
2022-03-24 14:33:00,2022-03-24 14:41:00,2022-03-24 14:48:00,C2.1,-,0,2022-03-24 14:00:00,2022-03-24 16:00:00
2022-03-24 21:03:00,2022-03-24 21:15:00,2022-03-24 21:22:00,C1.9,-,0,2022-03-24 20:00:00,2022-03-24 22:00:00
2022-03-26 15:18:00,2022-03-26 15:38:00,2022-03-26 15:58:00,C2.3,-,0,2022-03-26 14:00:00,2022-03-26 17:00:00
2022-03-27 15:09:00,2022-03-27 15:18:00,2022-03-27 15:25:00,C1.2,-,0,2022-03-27 14:00:00,2022-03-27 16:00:00
2022-03-27 16:11:00,2022-03-27 16:18:00,2022-03-27 16:27:00,C1.2,-,0,2022-03-27 15:00:00,2022-03-27 17:00:00
2022-03-28 16:16:00,2022-03-28 16:43:00,2022-03-28 16:59:00,C5.1,-,0,2022-03-28 15:00:00,2022-03-28 18:00:00
2022-03-28 17:03:00,2022-03-28 17:13:00,2022-03-28 17:32:00,C9.8,-,0,2022-03-28 16:00:00,2022-03-28 19:00:00
2022-03-28 18:48:00,2022-03-28 19:00:00,2022-03-28 19:08:00,C6.3,-,0,2022-03-28 18:00:00,2022-03-28 20:00:00
2022-03-28 20:49:00,2022-03-28 20:59:00,2022-03-28 21:09:00,M1.1,-,0,2022-03-28 20:00:00,2022-03-28 22:00:00
2022-03-28 22:25:00,2022-03-28 22:31:00,2022-03-28 22:38:00,C5.5,-,0,2022-03-28 21:00:00,2022-03-29 00:00:00
2022-03-29 14:44:00,2022-03-29 14:47:00,2022-03-29 14:51:00,C4.3,-,0,2022-03-29 14:00:00,2022-03-29 16:00:00
2022-03-29 15:03:00,2022-03-29 15:18:00,2022-03-29 15:30:00,C3.9,-,0,2022-03-29 14:00:00,2022-03-29 17:00:00
2022-03-29 15:51:00,2022-03-29 15:57:00,2022-03-29 16:07:00,C2.3,-,0,2022-03-29 15:00:00,2022-03-29 17:00:00
2022-03-29 17:05:00,2022-03-29 17:12:00,2022-03-29 17:19:00,C2.1,-,0,2022-03-29 16:00:00,2022-03-29 18:00:00
2022-03-29 17:33:00,2022-03-29 17:45:00,2022-03-29 17:50:00,C4.7,-,0,2022-03-29 17:00:00,2022-03-29 19:00:00
2022-03-29 19:24:00,2022-03-29 19:46:00,2022-03-29 20:08:00,C3.3,-,0,2022-03-29 18:00:00,2022-03-29 21:00:00
2022-03-29 20:26:00,2022-03-29 20:32:00,2022-03-29 20:37:00,C3.5,-,0,2022-03-29 19:00:00,2022-03-29 22:00:00
2022-03-29 21:43:00,2022-03-29 21:52:00,2022-03-29 21:57:00,M1.6,-,0,2022-03-29 21:00:00,2022-03-29 23:00:00
2022-03-29 22:11:00,2022-03-29 22:19:00,2022-03-29 22:22:00,C1.8,-,0,2022-03-29 21:00:00,2022-03-29 23:00:00
2022-03-29 22:45:00,2022-03-29 22:58:00,2022-03-29 23:06:00,C6.7,-,0,2022-03-29 22:00:00,2022-03-30 00:00:00
2022-03-30 14:35:00,2022-03-30 14:46:00,2022-03-30 14:54:00,C2.0,-,0,2022-03-30 14:00:00,2022-03-30 16:00:00
2022-03-30 17:21:00,2022-03-30 17:37:00,2022-03-30 17:46:00,X1.3,-,0,2022-03-30 16:00:00,2022-03-30 19:00:00
2022-03-31 14:29:00,2022-03-31 14:38:00,2022-03-31 14:46:00,C3.8,-,0,2022-03-31 13:00:00,2022-03-31 16:00:00
2022-03-31 17:27:00,2022-03-31 17:34:00,2022-03-31 17:39:00,C2.1,-,0,2022-03-31 16:00:00,2022-03-31 19:00:00
2022-03-31 18:17:00,2022-03-31 18:35:00,2022-03-31 18:45:00,M9.6,-,0,2022-03-31 17:00:00,2022-03-31 20:00:00
2022-03-31 19:29:00,2022-03-31 19:33:00,2022-03-31 19:49:00,C5.4,-,0,2022-03-31 18:00:00,2022-03-31 21:00:00
2022-03-31 20:51:00,2022-03-31 20:57:00,2022-03-31 21:01:00,C2.6,-,0,2022-03-31 20:00:00,2022-03-31 22:00:00
2022-03-31 23:43:00,2022-03-31 23:53:00,2022-03-31 23:59:00,C4.4,-,0,2022-03-31 23:00:00,2022-04-01 01:00:00
2022-04-01 14:21:00,2022-04-01 14:29:00,2022-04-01 14:42:00,C2.2,-,0,2022-04-01 13:00:00,2022-04-01 16:00:00
2022-04-01 16:10:00,2022-04-01 16:16:00,2022-04-01 16:27:00,C1.8,-,0,2022-04-01 15:00:00,2022-04-01 17:00:00
2022-04-01 16:38:00,2022-04-01 16:44:00,2022-04-01 16:49:00,C1.9,-,0,2022-04-01 16:00:00,2022-04-01 18:00:00
2022-04-01 18:38:00,2022-04-01 18:45:00,2022-04-01 18:54:00,C2.2,-,0,2022-04-01 18:00:00,2022-04-01 20:00:00
2022-04-01 19:47:00,2022-04-01 20:00:00,2022-04-01 20:05:00,C1.6,-,0,2022-04-01 19:00:00,2022-04-01 21:00:00
2022-04-01 20:05:00,2022-04-01 20:08:00,2022-04-01 20:12:00,C1.9,-,0,2022-04-01 19:00:00,2022-04-01 21:00:00
2022-04-01 22:09:00,2022-04-01 22:16:00,2022-04-01 22:29:00,C1.6,-,0,2022-04-01 21:00:00,2022-04-01 23:00:00
2022-04-01 22:36:00,2022-04-01 22:44:00,2022-04-01 22:48:00,C4.9,-,0,2022-04-01 22:00:00,2022-04-02 00:00:00
2022-04-02 17:34:00,2022-04-02 17:44:00,2022-04-02 17:51:00,M4.3,-,0,2022-04-02 17:00:00,2022-04-02 19:00:00
2022-04-02 20:15:00,2022-04-02 20:23:00,2022-04-02 20:36:00,C2.5,-,0,2022-04-02 19:00:00,2022-04-02 22:00:00
2022-04-03 16:47:00,2022-04-03 17:14:00,2022-04-03 17:40:00,C3.7,-,0,2022-04-03 16:00:00,2022-04-03 19:00:00
2022-04-04 20:52:00,2022-04-04 21:13:00,2022-04-04 21:42:00,C2.7,-,0,2022-04-04 20:00:00,2022-04-04 23:00:00
2022-04-05 22:31:00,2022-04-05 22:41:00,2022-04-05 22:48:00,C1.9,-,0,2022-04-05 22:00:00,2022-04-06 00:00:00
2022-04-08 14:39:00,2022-04-08 15:14:00,2022-04-08 15:41:00,C2.4,-,0,2022-04-08 14:00:00,2022-04-08 17:00:00
2022-04-09 18:52:00,2022-04-09 19:00:00,2022-04-09 19:05:00,C1.1,-,0,2022-04-09 18:00:00,2022-04-09 20:00:00
2022-04-12 14:51:00,2022-04-12 15:05:00,2022-04-12 15:12:00,C1.1,-,0,2022-04-12 14:00:00,2022-04-12 16:00:00
2022-04-12 17:21:00,2022-04-12 17:40:00,2022-04-12 17:53:00,C1.2,-,0,2022-04-12 16:00:00,2022-04-12 19:00:00
2022-04-12 17:53:00,2022-04-12 17:58:00,2022-04-12 18:02:00,C1.3,-,0,2022-04-12 17:00:00,2022-04-12 19:00:00
2022-04-15 18:33:00,2022-04-15 18:43:00,2022-04-15 19:02:00,C4.4,-,0,2022-04-15 18:00:00,2022-04-15 20:00:00
2022-04-15 22:34:00,2022-04-15 22:46:00,2022-04-15 23:05:00,C4.4,-,0,2022-04-15 22:00:00,2022-04-16 00:00:00
2022-04-16 14:18:00,2022-04-16 14:25:00,2022-04-16 14:33:00,C2.1,-,0,2022-04-16 13:00:00,2022-04-16 16:00:00
2022-04-16 14:49:00,2022-04-16 14:56:00,2022-04-16 15:09:00,M1.0,-,0,2022-04-16 14:00:00,2022-04-16 16:00:00
2022-04-17 16:02:00,2022-04-17 16:08:00,2022-04-17 16:13:00,C7.7,-,0,2022-04-17 15:00:00,2022-04-17 17:00:00
2022-04-17 17:40:00,2022-04-17 17:44:00,2022-04-17 17:49:00,C1.6,-,0,2022-04-17 17:00:00,2022-04-17 19:00:00
2022-04-17 17:50:00,2022-04-17 18:04:00,2022-04-17 18:10:00,C6.2,-,0,2022-04-17 17:00:00,2022-04-17 19:00:00
2022-04-17 19:52:00,2022-04-17 20:02:00,2022-04-17 20:06:00,M1.5,-,0,2022-04-17 19:00:00,2022-04-17 21:00:00
2022-04-17 20:52:00,2022-04-17 21:01:00,2022-04-17 21:08:00,C2.7,-,0,2022-04-17 20:00:00,2022-04-17 22:00:00
2022-04-17 21:13:00,2022-04-17 21:19:00,2022-04-17 21:25:00,C3.2,-,0,2022-04-17 20:00:00,2022-04-17 22:00:00
2022-04-17 22:28:00,2022-04-17 22:34:00,2022-04-17 22:40:00,M4.4,-,0,2022-04-17 21:00:00,2022-04-18 00:00:00
2022-04-18 14:10:00,2022-04-18 14:24:00,2022-04-18 14:45:00,C3.9,-,0,2022-04-18 13:00:00,2022-04-18 16:00:00
2022-04-18 17:12:00,2022-04-18 17:24:00,2022-04-18 17:31:00,M1.9,-,0,2022-04-18 16:00:00,2022-04-18 19:00:00
2022-04-18 19:47:00,2022-04-18 19:55:00,2022-04-18 20:02:00,C3.0,-,0,2022-04-18 19:00:00,2022-04-18 21:00:00
2022-04-18 20:05:00,2022-04-18 20:15:00,2022-04-18 20:30:00,C7.3,-,0,2022-04-18 19:00:00,2022-04-18 22:00:00
2022-04-18 22:24:00,2022-04-18 22:32:00,2022-04-18 22:40:00,C3.1,-,0,2022-04-18 21:00:00,2022-04-19 00:00:00
2022-04-19 13:55:00,2022-04-19 14:06:00,2022-04-19 14:15:00,C3.3,-,0,2022-04-19 13:00:00,2022-04-19 15:00:00
2022-04-19 14:42:00,2022-04-19 14:46:00,2022-04-19 14:55:00,C2.2,-,0,2022-04-19 14:00:00,2022-04-19 16:00:00
2022-04-19 18:12:00,2022-04-19 18:17:00,2022-04-19 18:21:00,C3.9,-,0,2022-04-19 17:00:00,2022-04-19 19:00:00
2022-04-19 18:21:00,2022-04-19 18:40:00,2022-04-19 18:42:00,C4.4,-,0,2022-04-19 17:00:00,2022-04-19 20:00:00
2022-04-19 18:42:00,2022-04-19 18:48:00,2022-04-19 18:52:00,C4.4,-,0,2022-04-19 18:00:00,2022-04-19 20:00:00
2022-04-19 20:39:00,2022-04-19 20:49:00,2022-04-19 20:58:00,M3.7,-,0,2022-04-19 20:00:00,2022-04-19 22:00:00
2022-04-19 21:09:00,2022-04-19 21:13:00,2022-04-19 21:18:00,M1.6,-,0,2022-04-19 20:00:00,2022-04-19 22:00:00
2022-04-20 17:39:00,2022-04-20 17:56:00,2022-04-20 18:13:00,C7.7,-,0,2022-04-20 17:00:00,2022-04-20 19:00:00
2022-04-20 18:33:00,2022-04-20 18:40:00,2022-04-20 18:49:00,C8.9,-,0,2022-04-20 18:00:00,2022-04-20 20:00:00
2022-04-20 22:27:00,2022-04-20 22:33:00,2022-04-20 22:40:00,C2.3,-,0,2022-04-20 21:00:00,2022-04-21 00:00:00
2022-04-20 23:23:00,2022-04-20 23:34:00,2022-04-20 23:48:00,C5.6,-,0,2022-04-20 22:00:00,2022-04-21 01:00:00
2022-04-21 17:18:00,2022-04-21 17:27:00,2022-04-21 17:34:00,C3.1,-,0,2022-04-21 16:00:00,2022-04-21 19:00:00
2022-04-21 20:58:00,2022-04-21 21:04:00,2022-04-21 21:08:00,C7.0,-,0,2022-04-21 20:00:00,2022-04-21 22:00:00
2022-04-21 22:39:00,2022-04-21 22:45:00,2022-04-21 22:51:00,C1.6,-,0,2022-04-21 22:00:00,2022-04-22 00:00:00
